048055063070074000000000 -0.049995758 -0.040542424 0.03975818
048060063067070000000000 -0.02248391 -0.030988766 0.001818575
053060063068072075000000 -0.033028625 -0.008710027 -0.037505664
051062067070077000000000 0.049206603 0.0011415705 0.03908268
046070073065084087000000 0.009406805 -0.045055736 -0.011869274
065000000000000000000000 -0.0071384422 0.020476293 -0.027607584
068000000000000000000000 0.02791914 0.04493591 0.011303235
077000000000000000000000 -0.014821172 0.01730479 -0.009635031
053065068072087079000000 0.008401215 -0.016419984 0.03083476
067000000000000000000000 -0.047172 0.043815184 -0.007220924
072000000000000000000000 0.028745446 -0.004138924 -0.009085596
080000000000000000000000 0.044837963 0.039268974 -0.010584544
044063068072079000000000 -0.03053291 -0.029589523 0.0027041659
063000000000000000000000 0.040035415 0.04421531 -0.012087427
054066070073077000000000 -0.017068971 0.08075441 -0.03847515
075000000000000000000000 0.13951339 0.13993466 -0.11540956
042061066070077000000000 0.024966132 -0.0039148703 -0.035005294
051063066070073000000000 0.01954173 -0.037308834 0.035920765
053065068072000000000000 0.0018706433 0.009751655 -0.048588336
085000000000000000000000 0.010861289 -0.020908928 -0.016977452
047066071074000000000000 -0.0035721064 -0.03376913 0.0030487552
076000000000000000000000 -0.04802643 -0.059149094 -0.001250556
054066069073000000000000 -0.0003410466 0.032729615 0.026214335
078000000000000000000000 -0.040721726 -0.014338498 0.078117356
083000000000000000000000 0.08814159 0.07907361 -0.050430324
037061065056070000000000 0.034591857 -0.032360338 -0.028267479
039063066058068000000000 -0.035754286 -0.04843955 0.0008979328
041065058060075000000000 0.045882825 0.011545252 -0.03906685
044056060063065070000000 -0.03957347 0.042646278 -0.042385485
046065070073080084000000 0.03058419 -0.034321666 0.020466555
049065068073087000000000 -0.041726816 -0.04790436 0.013803694
061000000000000000000000 -0.09713737 0.0830673 0.10179465
070000000000000000000000 0.0714641 0.051787987 -0.11656999
048067072075082000000000 0.047839727 0.0020085685 -0.01250454
042061066070077080000000 -0.030305935 -0.03957088 -0.014861036
053065068072075000000000 0.039384548 0.071712375 0.07395026
041060065068000000000000 0.01740947 -0.0039688833 0.040361647
049061065068082000000000 -0.04719889 -0.0147126205 0.008827724
049061065068000000000000 0.04572307 0.041724537 0.033700597
051063068070000000000000 0.044805672 -0.0028763525 -0.024549736
084000000000000000000000 0.07200871 0.02220805 0.069103785
082000000000000000000000 -0.09441275 0.10723385 -0.12307373
040059064067074000000000 -0.04489359 -0.046714425 0.018400226
048060062067071000000000 0.02940173 0.04475042 0.02068052
048060064067071000000000 0.0018909574 0.028049994 0.0006600991
055000000000000000000000 0.07550109 0.028600404 0.037036344
050062066069000000000000 0.030620243 0.0031582937 -0.01128
081000000000000000000000 -0.067434505 0.06286423 0.11136702
037056061071000000000000 -0.02677523 -0.013393007 -0.022349834
040056059064075000000000 0.012296237 0.010337375 -0.03602021
044056059063000000000000 -0.06762062 -0.041394252 0.07104005
059000000000000000000000 0.023702953 -0.027379263 -0.02961911
040056059064073075000000 -0.027735805 0.015034173 0.015679363
045057064067071072076000 -0.046166804 0.0049964674 0.033095393
052059066067071074000000 -0.0007392764 -0.008202862 -0.031526424
040047055059062064074000 0.015274491 -0.029115533 0.039069247
047057063067074000000000 -0.023870885 -0.0009506941 0.004117299
047054057061062066000000 -0.03182789 0.034289565 0.005071271
061064068071000000000000 0.023302529 -0.02211088 0.042121325
068071075078000000000000 -0.013617478 0.022167612 -0.00946622
064068071075000000000000 0.03413328 0.007111419 0.03737459
055062065070000000000000 0.029331278 -0.0050987825 -0.045229234
051058063067070074077000 0.037587848 -0.048149098 -0.04314394
048055058063067070074000 -0.09629934 0.0062675197 -0.03592442
052059064067071000000000 0.043124977 -0.047130097 0.012617711
052059064066071000000000 -0.0160105 -0.011103012 -0.04042094
045057060064067071072076 0.044955757 -0.026060987 0.038997207
047052054059062066067071 -0.021573946 -0.004896806 -0.014258731
051059063066071000000000 -0.0038001314 -0.03902645 -0.04243815
041065068060075079000000 0.039533053 -0.031458817 -0.00246948
051063067070074077000000 -0.013654374 -0.0013869032 -0.0417673
048060063067082000000000 -0.027986988 0.06828302 -0.061621614
051063067070084000000000 0.005411707 -0.022197057 0.029090729
037061065056072000000000 -0.04592042 -0.032577276 0.0018310323
041065056060075000000000 -0.10581044 -0.043651268 -0.010381353
037061064056071075000000 -0.045725714 -0.0044509545 -0.0071348064
071000000000000000000000 -0.082435325 0.14731719 0.12696698
040064056059075078000000 -0.05368205 -0.10641431 0.008015853
041065068060000000000000 0.042718913 0.031678606 -0.008342683
079000000000000000000000 -0.044243824 0.13242799 -0.009126809
056068070075077000000000 -0.019290328 0.011280347 -0.02057724
046065070073080000000000 0.025337635 0.0099408915 -0.032028332
049054058000000000000000 0.02882104 0.03571857 -0.038031925
092000000000000000000000 -0.0007289535 0.045722783 -0.06332691
090000000000000000000000 -0.0068871262 -0.030732896 0.027105657
089000000000000000000000 0.008418348 0.027093781 -0.021125915
087000000000000000000000 -0.035075318 0.037971895 -0.016824566
049060000000000000000000 0.035160135 -0.016792845 0.03956609
089056000000000000000000 0.027417723 0.025294628 -0.034361146
056000000000000000000000 -0.08074886 -0.07093632 -0.048322305
073000000000000000000000 0.08845334 0.13128369 0.008123418
050054057061064000000000 -0.008100402 -0.046088587 -0.025026048
052056059064000000000000 0.010793664 0.04088931 0.03869528
054057061064000000000000 -0.011273943 0.010387849 -0.027324319
