49,56,0,0,0,0,0,0
64,68,71,75,0,0,0,0
78,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0
47,54,59,0,0,0,0,0
63,66,70,73,0,0,0,0
78,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0
49,56,0,0,0,0,0,0
64,68,71,75,0,0,0,0
78,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0
47,54,59,63,66,70,73,0
56,0,0,0,0,0,0,0
63,69,66,72,75,0,0,0
80,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0
47,54,62,69,73,0,0,0
47,59,62,66,69,0,0,0
52,59,62,67,71,74,0,0
50,61,66,69,76,0,0,0
47,54,62,69,73,0,0,0
47,59,62,66,69,0,0,0
52,59,62,67,71,74,0,0
50,61,66,69,76,0,0,0
47,54,62,69,73,0,0,0
40,47,79,83,90,0,0,0
55,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
79,83,0,0,0,0,0,0
90,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
55,59,62,66,0,0,0,0
79,86,0,0,0,0,0,0
83,0,0,0,0,0,0,0
33,45,79,85,0,0,0,0
79,86,0,0,0,0,0,0
55,59,61,66,0,0,0,0
79,88,0,0,0,0,0,0
79,90,0,0,0,0,0,0
38,50,81,85,93,0,0,0
90,0,0,0,0,0,0,0
81,85,93,0,0,0,0,0
90,0,0,0,0,0,0,0
54,57,61,64,0,0,0,0
81,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
81,85,0,0,0,0,0,0
35,47,75,0,0,0,0,0
81,0,0,0,0,0,0,0
75,83,0,0,0,0,0,0
54,57,59,63,0,0,0,0
75,85,0,0,0,0,0,0
83,0,0,0,0,0,0,0
40,47,79,83,90,0,0,0
55,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
79,83,0,0,0,0,0,0
90,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
55,59,62,66,0,0,0,0
79,86,0,0,0,0,0,0
83,0,0,0,0,0,0,0
33,45,79,85,0,0,0,0
79,86,0,0,0,0,0,0
55,59,61,66,0,0,0,0
79,88,0,0,0,0,0,0
79,90,0,0,0,0,0,0
38,50,81,85,93,0,0,0
90,0,0,0,0,0,0,0
81,85,93,0,0,0,0,0
90,0,0,0,0,0,0,0
54,57,61,64,0,0,0,0
81,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0
81,85,0,0,0,0,0,0
35,47,75,0,0,0,0,0
81,0,0,0,0,0,0,0
75,83,0,0,0,0,0,0
54,57,59,63,0,0,0,0
75,85,0,0,0,0,0,0
83,0,0,0,0,0,0,0
45,69,72,64,83,86,0,0
64,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
52,64,67,71,86,78,0,0
66,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0
45,69,72,64,83,86,0,0
64,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
52,64,67,71,86,78,0,0
66,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0
43,62,67,71,78,0,0,0
71,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
53,65,69,72,76,0,0,0
74,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
43,62,67,71,78,0,0,0
71,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
53,65,69,72,76,0,0,0
74,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0
41,60,65,69,76,0,0,0
50,62,65,69,72,0,0,0
52,64,67,71,0,0,0,0
79,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0
46,65,70,73,0,0,0,0
75,0,0,0,0,0,0,0
53,65,68,72,0,0,0,0
53,65,68,72,0,0,0,0
77,0,0,0,0,0,0,0
46,65,70,73,0,0,0,0
77,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0
46,65,70,73,0,0,0,0
75,0,0,0,0,0,0,0
53,65,68,72,0,0,0,0
