48;55;63;70;74;0;0;0
48;60;63;67;70;0;0;0
53;60;63;68;72;75;0;0
51;62;67;70;77;0;0;0
48;55;63;70;74;0;0;0
48;60;63;67;70;0;0;0
53;60;63;68;72;75;0;0
51;62;67;70;77;0;0;0
48;55;63;70;74;0;0;0
46;70;73;65;84;87;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
53;65;68;72;87;79;0;0
67;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
72;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
46;70;73;65;84;87;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
53;65;68;72;87;79;0;0
67;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
44;63;68;72;79;0;0;0
72;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
63;0;0;0;0;0;0;0
54;66;70;73;77;0;0;0
75;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
44;63;68;72;79;0;0;0
72;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
63;0;0;0;0;0;0;0
54;66;70;73;77;0;0;0
75;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
42;61;66;70;77;0;0;0
51;63;66;70;73;0;0;0
53;65;68;72;0;0;0;0
80;0;0;0;0;0;0;0
85;0;0;0;0;0;0;0
72;0;0;0;0;0;0;0
47;66;71;74;0;0;0;0
76;0;0;0;0;0;0;0
54;66;69;73;0;0;0;0
54;66;69;73;0;0;0;0
78;0;0;0;0;0;0;0
47;66;71;74;0;0;0;0
78;0;0;0;0;0;0;0
83;0;0;0;0;0;0;0
47;66;71;74;0;0;0;0
76;0;0;0;0;0;0;0
54;66;69;73;0;0;0;0
54;66;69;73;0;0;0;0
78;0;0;0;0;0;0;0
47;66;71;74;0;0;0;0
78;0;0;0;0;0;0;0
83;0;0;0;0;0;0;0
37;61;65;56;70;0;0;0
39;63;66;58;68;0;0;0
41;65;58;60;75;0;0;0
44;56;60;63;65;70;0;0
46;65;70;73;80;84;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
49;65;68;73;87;0;0;0
61;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0
48;67;72;75;82;0;0;0
42;61;66;70;77;80;0;0
51;63;66;70;73;0;0;0
53;65;68;72;75;0;0;0
42;61;66;70;77;0;0;0
42;61;66;70;77;80;0;0
51;63;66;70;73;0;0;0
53;65;68;72;75;0;0;0
42;61;66;70;77;0;0;0
41;60;65;68;0;0;0;0
77;0;0;0;0;0;0;0
49;61;65;68;82;0;0;0
49;61;65;68;0;0;0;0
77;0;0;0;0;0;0;0
51;63;68;70;0;0;0;0
84;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
41;60;65;68;0;0;0;0
77;0;0;0;0;0;0;0
49;61;65;68;82;0;0;0
49;61;65;68;0;0;0;0
77;0;0;0;0;0;0;0
51;63;68;70;0;0;0;0
84;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
40;59;64;67;74;0;0;0
48;60;62;67;71;0;0;0
48;60;62;67;71;0;0;0
48;60;64;67;71;0;0;0
55;0;0;0;0;0;0;0
50;62;66;69;0;0;0;0
81;0;0;0;0;0;0;0
83;0;0;0;0;0;0;0
40;59;64;67;74;0;0;0
48;60;62;67;71;0;0;0
48;60;62;67;71;0;0;0
48;60;64;67;71;0;0;0
55;0;0;0;0;0;0;0
50;62;66;69;0;0;0;0
81;0;0;0;0;0;0;0
83;0;0;0;0;0;0;0
37;56;61;71;0;0;0;0
80;0;0;0;0;0;0;0
40;56;59;64;75;0;0;0
44;56;59;63;0;0;0;0
83;0;0;0;0;0;0;0
59;0;0;0;0;0;0;0
40;56;59;64;73;75;0;0
37;56;61;71;0;0;0;0
80;0;0;0;0;0;0;0
40;56;59;64;75;0;0;0
44;56;59;63;0;0;0;0
83;0;0;0;0;0;0;0
59;0;0;0;0;0;0;0
40;56;59;64;73;75;0;0
45;57;64;67;71;72;76;0
45;57;64;67;71;72;76;0
52;59;66;67;71;74;0;0
40;47;55;59;62;64;74;0
47;57;63;67;74;0;0;0
47;54;57;61;62;66;0;0
61;64;68;71;0;0;0;0
80;0;0;0;0;0;0;0
68;71;75;78;0;0;0;0
64;68;71;75;0;0;0;0
75;0;0;0;0;0;0;0
59;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0
61;64;68;71;0;0;0;0
80;0;0;0;0;0;0;0
68;71;75;78;0;0;0;0
64;68;71;75;0;0;0;0
75;0;0;0;0;0;0;0
59;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0
61;64;68;71;0;0;0;0
55;62;65;70;0;0;0;0
51;58;63;67;70;74;77;0
48;60;63;67;70;0;0;0
48;55;58;63;67;70;74;0
51;58;63;67;70;74;77;0
52;59;64;67;71;0;0;0
52;59;64;66;71;0;0;0
45;57;60;64;67;71;72;76
47;52;54;59;62;66;67;71
51;59;63;66;71;0;0;0
52;59;64;67;71;0;0;0
52;59;64;66;71;0;0;0
45;57;60;64;67;71;72;76
47;52;54;59;62;66;67;71
51;59;63;66;71;0;0;0
41;65;68;60;75;79;0;0
51;63;67;70;74;77;0;0
48;60;63;67;82;0;0;0
51;63;67;70;74;77;0;0
51;63;67;70;84;0;0;0
37;61;65;56;72;0;0;0
41;65;56;60;75;0;0;0
37;61;65;56;72;0;0;0
65;0;0;0;0;0;0;0
41;65;56;60;75;0;0;0
70;0;0;0;0;0;0;0
37;61;65;56;72;0;0;0
41;65;56;60;75;0;0;0
37;61;65;56;72;0;0;0
65;0;0;0;0;0;0;0
41;65;56;60;75;0;0;0
70;0;0;0;0;0;0;0
37;61;64;56;71;75;0;0
68;0;0;0;0;0;0;0
71;0;0;0;0;0;0;0
40;64;56;59;75;78;0;0
76;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
37;61;64;56;71;75;0;0
68;0;0;0;0;0;0;0
71;0;0;0;0;0;0;0
40;64;56;59;75;78;0;0
76;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
41;65;68;60;0;0;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
48;60;63;67;82;0;0;0
67;0;0;0;0;0;0;0
79;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
84;0;0;0;0;0;0;0
41;65;68;60;0;0;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
48;60;63;67;82;0;0;0
67;0;0;0;0;0;0;0
79;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
84;0;0;0;0;0;0;0
46;65;70;73;80;84;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0
54;66;70;73;77;0;0;0
70;0;0;0;0;0;0;0
56;68;70;75;77;0;0;0
46;65;70;73;80;0;0;0
70;0;0;0;0;0;0;0
46;65;70;73;80;84;0;0
65;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0
54;66;70;73;77;0;0;0
70;0;0;0;0;0;0;0
56;68;70;75;77;0;0;0
46;65;70;73;80;0;0;0
70;0;0;0;0;0;0;0
49;54;58;0;0;0;0;0
65;0;0;0;0;0;0;0
92;0;0;0;0;0;0;0
90;0;0;0;0;0;0;0
89;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
87;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
49;60;0;0;0;0;0;0
89;56;0;0;0;0;0;0
77;0;0;0;0;0;0;0
65;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
56;0;0;0;0;0;0;0
73;0;0;0;0;0;0;0
75;0;0;0;0;0;0;0
49;54;58;0;0;0;0;0
65;0;0;0;0;0;0;0
92;0;0;0;0;0;0;0
90;0;0;0;0;0;0;0
89;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0
87;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0
49;60;0;0;0;0;0;0
89;56;0;0;0;0;0;0
77;0;0;0;0;0;0;0
65;0;0;0;0;0;0;0
